364261	386838	384112	798625	750739	760869	513868	544269	200889	338099
228070	83303	205660	467646	559781	867902	764700	879604	380527	369794
510725	229711	48908	337809	544487	105103	826180	435623	997319	788932
198981	813110	649122	742569	768484	742080	917918	958281	461796	598183
280586	252230	88507	762318	118333	195775	241464	446017	219093	352338
235761	158825	206716	644681	817610	535752	106497	383268	983952	202079
609362	569377	574209	153880	363203	330417	938095	939164	858585	210565
427829	822345	603521	515760	530169	969446	442	854600	237216	665357
625634	560625	74435	665519	296531	675962	456733	502791	339821	891694
675749	6202	73649	722684	929349	852450	915829	690457	132825	809529
16248	915761	919150	790850	363174	935024	204723	279311	266069	829917
972286	587472	194628	859045	449506	212906	850008	124713	524495	900909
591102	396337	847124	11822	560872	126357	120776	856754	441430	149365
231083	328547	820239	261436	265159	250877	706915	251162	802498	193898
616343	845840	111995	162290	955809	634682	437117	500791	225657	788280
865115	751999	705912	185890	967043	550223	678778	111210	154180	652029
126705	987759	979163	974698	972315	375360	862854	495115	317839	384856
465100	912281	303869	309637	973517	511548	209400	441162	827456	228204
646282	471367	378604	225679	78638	795053	478927	51539	51750	354679
851670	703484	718648	395610	60045	167242	714751	493748	93277	131247
365869	890470	598478	195124	139900	154334	758937	59172	697306	791536
191366	158303	5659	468828	826785	61106	175544	192676	13641	779349
284183	310896	833918	277486	46254	307232	469176	597831	725341	625335
644619	194340	732898	985512	362877	774995	369469	480114	31997	462002
291141	536114	156648	657806	703939	878762	413873	271035	264782	398628
25555	124588	200267	840139	154551	534144	341312	763820	691666	367467
185239	744861	551026	552440	696785	626671	853869	490885	587175	23723
462794	929242	924821	176081	358837	552932	803918	715889	957560	41015
992149	386493	148361	536959	214140	921378	666189	675472	304480	886950
942196	932071	867764	330587	345230	54653	283909	389523	941328	413937
340586	217522	371550	940211	989216	779037	306126	235025	913212	185966
752926	648618	724356	598738	780199	912785	67161	813873	894976	284979
139311	562379	833236	712965	811380	496210	271632	340564	890074	232471
